pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck
907640,3,3,11,2,23.75,,,,,,,,,,,,,,,,,,,,,8,11,1,1,3,3,3,3,3,6,30,2,2,1,1,2,3,2,3,3,3,3,2,1,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
907750,3,4,14,2,24.583333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,2,1,1,3,5,20,4,4,2,2,1,2,1,1,1,3,3.3,2,3,3,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13,0
907828,3,2,9,1,26.166666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,3,1,1,1,3,5,50,4,4,1,1,1,2,1,1,1,3,3.9,1,4,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-12-01,,11,0
907898,3,5,6,1,29.083333333,,,,,,,,,,,,,,,,,,,,,2,6,2,2,2,2,2,2,2,6,48,2,3,1,2,2,2,2,2,2,3,3.6,1,4,5,5,5,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2017-10-01,2018-01-01,,3,0
907932,3,3,4,2,24.083333333,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,3,3,3,2,6,4,4,1,2,3,3,3,3,3,3,4.1,2,4,3,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-09-01,,6,0
907934,3,3,11,1,25.916666667,,,,,,,,,,,,,,,,,,,,,9,8,2,2,2,2,2,1,2,2,16,3,4,2,3,2,2,2,1,1,3,3.5,2,5,6,7,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-09-01,,6,0
907950,3,1,1,2,26.25,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,1,1,5,40,4,3,2,3,1,3,1,1,1,2,3.8,1,4,5,5,4,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-08-01,2019-04-01,,20,0
907954,3,1,1,2,23.666666667,,,,,,,,,,,,,,,,,,,,,1,8,3,3,3,1,1,3,3,5,25,5,5,3,4,2,2,2,2,2,2,3.8,1,3,6,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-06-01,,4,0
907993,3,3,11,1,26.166666667,,,,,,,,,,,,,,,,,,,,,5,11,1,1,1,1,1,3,1,5,40,1,1,5,4,3,3,3,3,3,3,3.6,1,4,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-08-01,,5,0
908276,4,1,1,1,32.916666667,2,6,1,1,1,1,1,1,1,5,40,4,4,3,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3.2,1,5,6,6,6,1,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2016-05-01,,,28,,0
908319,4,2,8,1,27.75,,,,,,,,,,,,,,,,,,,,,-1,17,1,1,1,1,1,1,1,5,40,5,5,1,1,1,2,1,1,1,3,3.1,2,4,6,6,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-12-01,,4,0
908439,4,1,1,1,28.666666667,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,1,1,3,3,5,40,3,3,3,3,1,3,1,1,1,3,4.5,2,4,6,5,6,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-03-01,2019-03-01,,24,0
908498,4,3,4,1,26,,,,,,,,,,,,,,,,,,,,,6,4,1,1,1,1,1,1,1,5,40,3,3,4,3,1,2,1,1,1,3,3.3,2,4,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
908610,4,2,5,1,32.083333333,,,,,,,,,,,,,,,,,,,,,3,8,3,1,3,1,1,1,3,5,30,3,3,3,2,1,2,1,1,1,3,3,1,4,5,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
908645,4,4,2,1,28.333333333,,,,,,,,,,,,,,,,,,,,,6,15,1,1,3,1,1,1,1,5,52,2,2,3,2,1,3,1,1,1,3,3.3,1,5,6,6,6,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-07-01,2018-09-01,,14,0
908733,4,1,1,1,25.666666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,3,1,5,40,3,2,2,3,1,3,1,1,1,3,3.5,1,4,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-08-01,,19,0
908926,4,4,2,1,26.833333333,,,,,,,,,,,,,,,,,,,,,9,14,1,1,1,1,1,1,1,5,40,2,2,2,1,1,2,1,1,1,3,2.7,1,5,6,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-03-01,,3,0
908939,4,4,2,1,26.416666667,,,,,,,,,,,,,,,,,,,,,3,13,1,1,1,1,1,1,1,5,40,2,2,2,2,1,2,1,1,1,3,3,1,4,5,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-10-01,,4,0
908955,4,5,6,1,26.166666667,,,,,,,,,,,,,,,,,,,,,3,6,1,1,3,1,1,1,3,5,40,3,3,4,4,1,3,1,1,1,3,3.5,2,4,5,4,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-04-01,,12,0
908998,4,1,1,1,24.416666667,1,3,3,3,3,3,3,3,3,2,4,4,4,3,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3,1,5,6,6,6,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2014-12-01,,,45,,0
909257,4,2,8,1,27.583333333,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,3,1,3,3,5,50,3,2,3,3,1,3,1,1,1,1,3.9,2,4,6,5,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2019-04-01,2019-06-01,,2,0
909603,4,1,1,1,27.166666667,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,3,1,5,45,2,2,1,3,1,3,1,1,1,3,2.8,2,4,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-09-01,2019-03-01,,6,0
909746,4,1,1,1,26.833333333,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,2,1,3,3,5,45,5,5,5,4,1,2,1,1,1,2,2.7,1,4,7,6,7,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-02-01,,13,0
909985,4,4,2,1,30.583333333,2,5,1,1,3,2,1,3,3,5,45,3,4,2,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.3,2,3,5,5,5,1,2018,0,1,2007-03-01,2017-08-31,2018-09-01,2016-07-01,,,26,,0
910142,4,1,1,1,28.333333333,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,3,21,4,4,1,1,2,2,2,2,2,3,3,1,4,2,2,2,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-02-01,,9,0
910171,4,2,8,1,28,,,,,,,,,,,,,,,,,,,,,-1,17,1,1,3,1,1,3,3,5,40,3,3,3,3,1,2,1,1,1,3,3.9,2,5,5,6,5,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-04-01,,8,0
910179,4,2,8,1,28.5,,,,,,,,,,,,,,,,,,,,,7,8,1,1,3,1,1,1,3,5,40,2,2,3,2,1,3,1,1,1,3,3.3,2,5,6,6,6,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2019-06-01,2019-07-01,,1,0
910217,4,3,11,1,25.833333333,2,5,2,2,2,2,2,2,2,5,40,4,4,4,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,3,1,4,5,5,4,1,2018,0,1,2012-03-01,2018-02-28,2018-09-01,2013-03-01,,,66,,0
910255,4,4,14,1,27.916666667,,,,,,,,,,,,,,,,,,,,,2,14,1,1,3,1,1,1,3,5,50,2,3,3,3,1,2,1,1,1,3,3.5,2,4,5,5,5,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-04-01,2018-08-01,,4,0
910306,4,1,1,1,27.583333333,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,3,1,1,1,5,40,4,2,5,4,1,2,1,1,1,2,3.4,1,4,7,7,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-07-01,2018-08-01,,13,0
910488,4,2,8,2,25.5,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,5,20,4,4,3,3,3,3,3,2,2,3,3.2,2,3,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-03-01,,0,0
910549,4,4,15,1,26.166666667,,,,,,,,,,,,,,,,,,,,,3,15,1,1,1,1,1,1,1,5,40,3,3,3,3,1,2,1,1,1,3,3.2,1,4,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-11-01,,8,0
910641,4,3,11,1,26.916666667,,,,,,,,,,,,,,,,,,,,,8,11,1,1,1,1,1,1,1,5,40,3,3,3,4,1,3,1,1,1,3,3.5,1,4,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2019-06-01,2019-08-01,,2,0
910681,4,4,2,1,27.5,,,,,,,,,,,,,,,,,,,,,-1,11,3,3,3,3,3,3,3,4,10,3,3,3,3,3,3,3,3,3,3,2,1,3,4,4,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-07-01,,11,0
910730,5,3,10,1,25.916666667,,,,,,,,,,,,,,,,,,,,,4,15,2,2,2,2,2,2,2,5,40,3,3,3,4,1,2,1,1,1,3,3,2,3,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-02-01,,0,0
910962,5,4,2,1,25.666666667,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,1,10,3,3,1,2,3,3,3,3,3,3,3.3,1,4,5,6,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-06-01,,4,0
911127,5,3,11,2,23.666666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,3,1,1,1,3,3.6,1,3,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-06-01,,10,0
911221,5,1,1,1,27.666666667,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,5,40,5,5,3,3,1,2,1,1,1,3,4.2,1,4,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-02-01,,3,0
911227,5,1,1,2,26.5,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,1,6,48,4,4,5,5,3,2,3,3,3,3,3.7,1,2,6,6,6,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-09-01,2019-06-01,,21,0
911337,5,4,2,1,26.916666667,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,3,3.5,1,4,4,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-08-01,,18,0
911438,5,3,10,1,28.5,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,1,1,5,40,5,5,5,5,1,2,1,1,1,3,4.3,1,4,6,4,4,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-12-01,,6,0
911462,5,4,14,1,26.083333333,,,,,,,,,,,,,,,,,,,,,-1,14,1,3,3,3,3,3,3,5,40,2,3,1,1,1,2,1,1,1,3,3.2,1,5,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-07-01,,6,0
911799,5,1,1,2,23.833333333,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,1,1,1,1,5,40,4,4,3,4,1,2,1,1,1,3,3.7,1,4,6,6,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-06-01,,21,0
911892,5,5,12,2,26.416666667,,,,,,,,,,,,,,,,,,,,,-1,8,1,2,3,2,2,2,2,5,40,2,2,4,1,2,2,2,2,2,3,3.5,1,2,2,3,2,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-04-01,2019-07-01,,3,0
911903,5,1,1,2,25.25,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,3,1,1,3,5,40,3,3,3,2,1,3,1,1,1,3,3.3,1,4,5,6,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-05-01,,9,0
911978,5,4,3,1,28.75,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,1,1,2,2,2,16,4,4,2,2,2,2,2,2,2,3,3.5,1,4,6,6,6,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2017-08-01,2019-05-01,,21,0
911987,5,4,2,2,25.5,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,2,1,2,1,5,40,4,5,1,1,1,3,1,1,1,3,3.8,1,5,6,7,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-07-01,,12,0
911993,5,5,12,1,26.916666667,,,,,,,,,,,,,,,,,,,,,9,6,3,3,3,3,1,3,3,5,40,4,4,4,3,1,3,1,1,3,3,3.7,2,5,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-02-01,,5,0
912030,5,1,1,2,25.416666667,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,1,1,5,40,4,2,2,2,1,2,1,1,1,3,3.2,2,5,6,6,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-08-01,2019-02-01,,18,0
912328,6,4,15,2,25.333333333,,,,,,,,,,,,,,,,,,,,,8,15,1,1,1,1,1,1,1,5,40,4,4,3,4,1,2,1,1,1,3,2.9,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-07-01,,17,0
912526,6,3,4,2,23.583333333,,,,,,,,,,,,,,,,,,,,,7,8,1,1,3,1,1,3,3,5,40,2,2,2,3,1,2,1,1,1,3,3.4,2,2,5,6,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-04-01,,11,0
912701,6,4,2,2,24.166666667,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,1,1,3,1,5,40,4,3,5,5,1,2,1,1,1,3,3.8,1,2,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-05-01,,2,0
912716,6,5,13,1,24.25,,,,,,,,,,,,,,,,,,,,,6,13,1,1,3,1,1,1,3,5,40,3,3,3,4,1,2,1,1,1,3,3.5,1,5,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
912721,6,5,13,2,24.5,,,,,,,,,,,,,,,,,,,,,5,8,1,2,3,1,2,1,2,5.5,44,2,5,5,5,1,2,1,1,1,3,3.5,1,3,5,5,6,2,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-02-01,,10,0
912849,7,3,4,2,24.666666667,,,,,,,,,,,,,,,,,,,,,9,1,1,3,3,3,3,1,3,5,45,4,4,2,2,1,3,1,1,3,3,3.7,1,3,3,5,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-03-01,2017-10-01,,7,0
912926,7,2,8,2,25.916666667,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,2,1,1,5,12,3,4,2,3,1,2,1,1,1,3,2.9,1,3,5,5,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2019-04-01,2019-07-01,,3,0
912929,7,2,8,1,27.916666667,,,,,,,,,,,,,,,,,,,,,6,8,2,1,3,2,2,3,3,5,40,3,3,1,3,1,3,1,1,1,2,3.1,1,4,3,3,2,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-08-01,2019-08-01,,12,0
913049,7,5,12,1,27,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,5,12,2,3,3,4,2,2,2,2,2,3,4,1,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-06-01,,5,0
913137,7,3,11,1,26.916666667,,,,,,,,,,,,,,,,,,,,,1,8,3,1,1,1,1,3,1,4,18,5,5,2,3,3,3,3,3,3,3,3.9,1,5,7,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-08-01,,14,0
913178,7,5,16,1,26,,,,,,,,,,,,,,,,,,,,,1,16,2,2,2,2,2,2,2,5,40,2,3,4,5,2,2,2,2,2,1,3.5,1,4,6,6,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-06-01,,5,0
913191,7,1,1,2,24.5,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,1,2,1,3,5,40,3,1,1,2,3,3,3,3,3,3,3.2,2,5,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
913277,7,3,11,1,25.75,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,1,1,1,1,1,5,40,3,3,2,2,1,2,1,1,1,3,3.7,2,2,4,7,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-11-01,,9,0
913407,7,2,9,2,24.75,,,,,,,,,,,,,,,,,,,,,1,8,1,1,2,2,1,2,3,6,48,1,1,4,4,3,3,3,3,3,3,4,1,2,3,4,2,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-04-01,,3,0
913442,7,2,5,1,24.5,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,1,3,3,3,6,48,3,2,3,3,1,3,1,1,1,1,3.6,2,4,5,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-03-01,2018-05-01,,14,0
913500,7,4,14,1,28.916666667,2,2,1,1,2,1,1,1,2,5.5,40,3,3,4,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.7,2,5,7,7,7,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-09-01,,,24,,0
913658,7,1,1,2,23.75,,,,,,,,,,,,,,,,,,,,,7,1,1,1,2,2,2,2,2,5,40,4,4,3,2,1,3,1,1,1,3,3.4,2,3,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-04-01,,12,0
913666,7,2,8,2,25,,,,,,,,,,,,,,,,,,,,,9,1,1,3,3,2,2,2,3,2,12,3,3,1,1,3,3,3,3,3,3,3,1,5,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2016-08-01,2019-08-01,,36,0
913746,7,1,1,2,28.5,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,2,3,3,3,3,21,3,4,1,1,2,2,2,3,3,3,3.2,1,4,5,6,6,2,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2018-06-01,,9,0
913787,7,4,2,2,23.75,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,2,2,2,2,2,2,10,3,3,2,1,2,2,2,2,2,3,3.5,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-04-01,,2,0
913797,7,5,6,2,25.833333333,2,3,1,1,1,2,1,2,1,5,40,5,5,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.3,2,5,7,7,7,1,2018,0,1,2013-03-01,2017-08-31,2018-09-01,2016-06-01,,,27,,0
913800,7,5,12,2,23.916666667,,,,,,,,,,,,,,,,,,,,,4,12,2,2,2,1,2,2,2,3,9,4,4,4,4,3,1,1,1,1,3,3.6,2,4,6,6,6,2,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-01-01,,11,0
913902,7,1,1,1,27.333333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,6,8,3,3,4,5,2,2,1,2,2,1,3.5,2,4,7,7,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-10-01,2018-02-01,,4,0
5,1,1,1,2,26.333333333,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,2,2,2,2,5,40,1,1,1,1,1,2,1,1,1,3,3.8,1,3,4,7,7,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-06-01,,5,0
22,1,2,9,2,21.666666667,,,,,,,,,,,,,,,,,,,,,7,,1,1,2,1,3,1,3,5,40,4,4,4,5,1,2,1,1,1,3,4,1,4,4,4,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-06-01,2020-06-01,,12,0
41,1,5,16,2,21.75,,,,,,,,,,,,,,,,,,,,,6,16,1,3,3,3,3,3,3,5,40,5,5,4,5,1,2,3,1,3,3,3.87,1,3,5,4,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-12-01,,11,0
181,1,2,8,1,27.666666667,,,,,,,,,,,,,,,,,,,,,1,8,1,1,2,1,1,2,2,5,40,3,4,4,4,1,2,1,1,1,3,3.7,2,4,5,5,5,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-12-01,,9,0
226,1,1,1,2,22.583333333,,,,,,,,,,,,,,,,,,,,,9,8,2,2,2,2,2,2,2,6,48,2,2,2,3,2,2,2,2,2,3,2.1,2,4,6,6,6,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-06-01,2019-07-01,,1,0
231,1,1,1,2,21.583333333,,,,,,,,,,,,,,,,,,,,,-1,8,2,2,2,2,2,2,2,5,20,3,2,1,1,2,2,2,2,2,-1,,2,3,5,3,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-10-01,,7,0
271,1,1,1,1,24.5,,,,,,,,,,,,,,,,,,,,,1,8,1,1,3,3,3,3,3,5,50,4,4,1,2,3,3,3,3,3,-1,,1,5,3,7,7,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-08-01,,17,0
283,1,2,8,2,23.666666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,3,3,3,3,3,5,40,3,2,1,1,1,2,1,1,1,3,3.5,1,3,4,4,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-04-01,2019-12-01,,8,0
333,1,5,12,2,24.5,,,,,,,,,,,,,,,,,,,,,3,12,3,2,2,2,2,2,2,5,30,3,4,1,1,1,2,1,1,1,-1,,1,4,5,4,3,1,2019,1,2,2015-03-01,2018-08-31,2019-09-01,,2019-06-01,2020-03-01,,9,0
338,1,5,12,2,27.083333333,,,,,,,,,,,,,,,,,,,,,1,6,1,2,2,1,1,2,2,5,30,3,4,2,2,2,2,2,2,2,3,3.2,1,5,7,7,7,2,2019,1,2,2016-03-01,2018-08-31,2019-09-01,,2018-03-01,2019-05-01,,14,0
360,2,1,1,2,23.333333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,3,2,3,2,3,5,40,2,2,3,1,3,3,3,3,3,3,3,2,4,5,5,5,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2020-01-01,2020-01-01,,0,0
370,2,2,9,2,21.583333333,,,,,,,,,,,,,,,,,,,,,7,9,1,1,1,1,1,1,1,5,52,4,4,5,4,1,2,1,1,1,3,4.3,1,2,3,3,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-03-01,,13,0
411,2,2,8,1,26.833333333,,,,,,,,,,,,,,,,,,,,,-1,8,2,2,2,2,2,2,2,5,50,2,2,1,1,2,2,2,2,2,2,3.5,1,5,5,6,5,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2019-03-01,2020-02-01,,11,0
438,2,2,8,1,26.083333333,,,,,,,,,,,,,,,,,,,,,6,8,3,1,3,1,1,3,3,5,40,1,1,1,1,1,2,1,1,1,3,3.25,1,4,3,3,3,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-09-01,,8,0
442,2,2,8,1,27.166666667,,,,,,,,,,,,,,,,,,,,,8,8,3,3,3,3,3,3,3,5,45,3,3,3,3,3,3,3,3,3,3,3.3,2,3,6,6,6,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-07-01,,16,0
596,2,2,8,1,24.5,,,,,,,,,,,,,,,,,,,,,7,1,1,2,2,2,2,2,2,5,40,4,4,3,4,1,2,1,1,1,1,3.8,2,4,5,6,6,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-06-01,2020-02-01,,8,0
668,2,5,13,1,24.75,,,,,,,,,,,,,,,,,,,,,4,6,1,2,2,2,2,2,2,5,30,3,3,1,1,2,2,2,2,2,3,3.1,2,4,6,5,5,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-08-01,,17,0
766,2,3,4,1,22.333333333,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,1,2,2,2,5,45,4,3,2,3,2,2,2,2,2,1,3.4,2,4,6,5,5,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-05-01,,4,0
867,2,4,3,2,22,,,,,,,,,,,,,,,,,,,,,1,14,2,2,2,2,2,2,2,5,15,4,3,1,1,2,2,2,2,2,3,3.8,2,3,3,6,6,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-05-01,,2,0
914,2,2,8,2,24.083333333,,,,,,,,,,,,,,,,,,,,,-1,5,1,1,3,1,1,1,3,4,20,4,4,1,1,1,2,1,1,1,3,4.3,1,4,3,3,3,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2019-11-01,2020-05-01,,6,0
1084,2,1,1,2,24.583333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,3,2,1,2,3,5,50,2,2,1,3,1,2,1,1,1,3,4.15,1,4,5,5,5,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2020-01-01,2020-06-01,,5,0
1138,2,1,1,2,23.333333333,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,2,1,2,1,5,40,4,4,3,2,1,2,1,1,1,3,4.1,1,3,4,4,5,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2019-09-01,2020-07-01,,10,0
1216,2,2,8,2,23.083333333,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,5,20,2,1,2,2,2,2,2,2,2,2,3.2,1,3,4,3,2,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2019-04-01,2019-07-01,,3,0
1291,2,4,3,2,22.916666667,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,1,5,40,4,5,5,5,1,2,1,1,1,3,3.63,1,4,6,6,5,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2019-05-01,2020-05-01,,12,0
1304,2,4,2,2,21.833333333,,,,,,,,,,,,,,,,,,,,,2,15,2,2,2,2,2,2,2,2,10,5,5,1,4,2,2,2,2,2,3,3.6,2,4,5,6,6,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2017-05-01,2019-10-01,,29,0
