pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,First_Work,year,Resign,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,insurance,work_timeB,주당근로일,주당근로시간,직장에서의복리후생제공여부,보험가입여부,직장만족도,주당근로시간_binary
102726,4,2,8,2,21.91666667,2,1,1,1,1,2,1,2,1,5,40,4,4,5,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3,1,4,6,6,6,1,1,2019,0,2016-03-01,2018-02-28,2019-09-01,2017-08-01,,,25,,25,1,1,5,3,1,4,4,1,1,1,2,1,2,1,5,40,1,2,1,1,1,3,3,1,1,3,2,2,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
102807,4,2,8,1,24.91666667,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,5,52,2,2,3,2,1,3,1,1,1,3,4.3,2,3,4,4,4,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-03-01,,13,13,1,0,3,2,7,2,2,1,1,1,1,1,1,1,5,52,1,3,1,1,1,3,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,5,52,제공한다,가입했다,그렇지않다,40시간초과
102813,4,2,8,2,24.83333333,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,1,2,2,5,40,3,3,3,4,1,2,1,1,1,3,3.6,2,5,4,5,4,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-08-01,2019-05-01,,9,9,0,0,3,4,3,3,3,1,1,2,1,1,2,2,5,40,1,2,1,1,1,3,3,1,1,2,3,2,2,3,2,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
102831,4,5,13,2,21.91666667,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,6,40,3,2,1,2,1,2,1,1,1,3,4.2,2,3,6,6,4,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-07-01,2018-12-01,,5,5,0,0,1,2,7,2,3,1,1,1,1,1,1,1,6,40,1,2,1,1,1,3,2,1,2,1,1,2,3,3,2,2,1,2,1,1,0,6,40,제공한다,가입했다,보통이다,40시간이하
102845,4,1,1,2,24,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,1,3,5,40,1,1,1,2,1,3,1,1,1,3,4.3,2,5,4,4,4,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2017-12-01,2018-06-01,,6,6,0,0,1,2,1,1,1,1,1,3,2,2,1,3,5,40,1,3,1,1,1,3,3,1,1,1,1,2,2,2,2,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
102847,4,1,1,2,22.66666667,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,3,3,3,5,40,3,3,4,4,1,2,1,1,1,3,4,1,4,5,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2019-06-01,2019-07-01,,1,1,0,0,4,4,3,3,3,3,2,3,2,3,3,3,5,40,1,2,1,1,1,3,3,1,1,3,3,2,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
102853,4,1,1,2,23.75,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,1,3,3,5,45,2,2,3,4,1,2,1,1,1,3,4,1,4,5,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-03-01,,2,2,0,0,3,4,3,2,2,1,1,3,2,1,3,3,5,45,1,2,1,1,1,3,3,1,1,2,3,2,3,3,3,2,1,1,0,1,1,5,45,제공하지않는다,가입했다,그렇지않다,40시간초과
102951,4,3,11,1,25.91666667,2,-1,1,1,3,1,1,1,3,5,40,3,3,1,1,3,2,3,3,3,3,1,3,3,1,1,1,3,5,40,1,1,1,2,1,3,1,1,1,3,2.5,1,4,4,4,4,1,2,2019,1,2013-03-01,2017-08-31,2019-09-01,2017-08-01,2017-06-01,2017-08-01,25,2,2,0,0,1,1,-1,3,3,1,1,3,1,1,1,3,5,40,3,2,3,3,3,3,3,1,2,1,1,2,2,2,2,,2,2,0,0,0,5,40,제공하지않는다,가입하지않음,보통이다,40시간이하
102982,4,4,3,1,25.33333333,2,9,1,1,1,1,1,1,1,5,40,4,4,4,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.3,1,4,6,6,6,1,1,2019,0,2013-03-01,2018-02-28,2019-09-01,2017-09-01,,,24,,24,1,1,4,3,9,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,2,2,3,3,3,1,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
103003,4,5,6,1,24.08333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,3,1,1,2,3,5,40,2,2,3,2,1,2,1,1,1,3,3.6,2,5,6,6,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-10-01,2019-02-01,,4,4,0,0,3,2,-1,2,2,1,2,3,1,1,2,3,5,40,1,2,1,1,1,3,3,1,2,2,1,2,3,3,3,,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
103024,4,2,9,2,22.58333333,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,5,55,4,5,3,4,3,3,3,3,3,3,4.3,2,3,4,5,4,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2017-12-01,2018-02-01,,2,2,0,0,3,4,2,5,4,3,3,3,3,3,3,3,5,55,3,3,3,3,3,3,2,1,1,2,3,2,2,3,2,2,3,3,0,0,1,5,55,제공하지않는다,가입하지않음,그렇다,40시간초과
103114,4,4,15,1,27.75,,,,,,,,,,,,,,,,,,,,,6,2,1,2,1,2,1,2,5,20,4,5,5,3,1,3,1,1,1,3,3.5,2,3,4,4,4,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-08-01,2019-07-01,,11,11,0,0,5,3,6,5,4,2,1,2,1,2,1,2,5,20,1,3,1,1,1,3,2,1,2,3,2,2,2,2,2,2,3,3,0,1,0,5,20,제공하지않는다,가입했다,그렇다,40시간이하
103138,4,5,12,1,25.66666667,,,,,,,,,,,,,,,,,,,,,9,2,2,2,2,2,2,2,6,30,4,4,1,1,1,2,1,1,1,3,3.4,2,4,4,4,4,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-12-01,2019-04-01,,4,4,0,0,1,1,9,4,4,2,2,2,2,2,2,2,6,30,1,2,1,1,1,3,3,1,2,1,1,2,2,2,2,1,3,3,0,1,0,6,30,제공하지않는다,가입했다,그렇다,40시간이하
103358,5,5,6,1,24.66666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,3,3.8,2,4,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2017-12-01,2018-06-01,,6,6,0,0,4,4,-1,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,3,2,3,3,3,,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
103377,5,2,8,2,29.5,,,,,,,,,,,,,,,,,,,,,3,1,1,3,1,1,3,3,5,45,4,3,3,3,1,3,1,1,1,3,4,1,4,6,6,6,2,2,2019,1,2009-03-01,2018-02-28,2019-09-01,,2018-05-01,2019-06-01,,13,13,1,0,3,3,3,3,4,1,1,3,1,1,3,3,5,45,1,3,1,1,1,3,3,2,1,2,2,2,3,3,3,2,2,3,0,1,1,5,45,제공하지않는다,가입했다,그렇다,40시간초과
103378,5,2,8,2,24.41666667,,,,,,,,,,,,,,,,,,,,,3,1,1,3,1,1,3,2,5,40,3,3,4,4,1,2,1,1,1,2,3.7,2,4,6,5,6,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-05-01,2018-11-01,,6,6,0,0,4,4,3,3,3,1,1,3,1,1,3,2,5,40,1,2,1,1,1,2.093023256,3,1,1,3,3,2,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
103427,5,2,8,1,25.58333333,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,2,2,2,2,6,70,3,3,1,1,2,2,2,2,2,3,2.9,1,4,6,5,5,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-09-01,2018-11-01,,2,2,0,0,1,1,-1,3,3,2,2,2,2,2,2,2,6,70,2,2,2,2,2,3,3,1,1,1,1,2,3,3,3,,2,2,0,0,1,6,70,제공하지않는다,가입하지않음,보통이다,40시간초과
103428,5,2,8,1,24.5,,,,,,,,,,,,,,,,,,,,,6,1,1,3,1,2,1,3,5,40,5,4,5,3,1,3,1,1,1,3,3.8,1,5,7,7,7,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-04-01,2019-04-01,,12,12,1,0,5,3,6,4,5,1,1,3,1,2,1,3,5,40,1,3,1,1,1,3,3,1,1,3,2,2,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
103501,5,3,10,1,26.08333333,2,6,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.6,2,5,6,6,6,1,1,2019,0,2016-03-01,2018-02-28,2019-09-01,2017-02-01,,,31,,31,1,1,4,4,6,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,3,2,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
103543,5,4,2,2,22,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,1,2,5,40,3,4,4,4,1,2,1,1,1,3,3.9,1,4,6,5,5,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-04-01,,3,3,0,0,4,4,-1,4,3,1,2,2,2,2,1,2,5,40,1,2,1,1,1,3,3,1,2,3,3,2,3,3,3,,3,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
103606,5,1,1,1,24.58333333,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,5,40,4,4,4,4,2,1,1,1,1,3,4,2,4,6,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-09-01,,5,5,0,0,4,4,5,4,4,1,1,1,1,1,1,1,5,40,2,1,1,1,1,3,3,1,1,3,3,2,3,3,3,2,3,3,1,0,0,5,40,제공한다,가입하지않음,그렇다,40시간이하
103611,5,1,1,1,22.58333333,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,4,8,4,4,1,1,2,2,2,2,2,3,3.1,1,4,6,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-04-01,,0,0,0,0,1,1,2,4,4,3,3,3,3,3,3,3,4,8,2,2,2,2,2,3,3,1,1,1,1,2,3,3,3,2,3,3,0,0,0,4,8,제공하지않는다,가입하지않음,그렇다,40시간이하
103642,6,2,9,2,23.91666667,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,5,40,4,4,4,5,1,2,1,1,1,3,3.9,2,4,5,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-04-01,,13,13,1,0,4,5,7,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,1,3,3,2,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
103663,6,2,8,2,23.75,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,5,40,3,3,4,3,3,3,3,3,3,3,3.7,2,3,6,6,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-05-01,,2,2,0,0,4,3,6,3,3,1,1,1,1,1,1,1,5,40,3,3,3,3,3,3,2,1,1,3,2,2,3,3,3,2,2,2,1,0,0,5,40,제공한다,가입하지않음,보통이다,40시간이하
103831,6,2,8,2,24.41666667,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,5,40,2,2,4,4,1,2,1,1,1,3,4.3,1,3,3,4,4,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-05-01,2019-06-01,,13,13,1,0,4,4,2,2,2,1,1,2,2,1,2,2,5,40,1,2,1,1,1,3,2,1,1,3,3,2,1,2,2,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
103910,6,4,14,2,23.5,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,1,2,1,5,38,2,1,3,3,1,3,1,1,1,3,3,1,4,5,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-04-01,2019-01-01,,9,9,0,0,3,3,3,1,2,1,1,1,2,1,2,1,5,38,1,3,1,1,1,3,3,1,2,2,2,2,3,3,3,2,1,1,0,1,0,5,38,제공하지않는다,가입했다,그렇지않다,40시간이하
103922,6,4,3,2,23.75,,,,,,,,,,,,,,,,,,,,,6,1,1,3,1,1,1,3,5,40,3,2,1,1,2,2,2,2,2,3,3,2,1,5,6,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-05-01,,2,2,0,0,1,1,6,2,3,1,1,3,1,1,1,3,5,40,2,2,2,2,2,3,1,1,2,1,1,2,3,3,3,2,1,2,0,0,0,5,40,제공하지않는다,가입하지않음,보통이다,40시간이하
104068,6,4,14,1,26.16666667,2,5,1,1,1,1,1,1,1,5,40,5,5,5,5,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.3,2,5,5,6,6,1,1,2019,0,2012-03-01,2018-02-28,2019-09-01,2017-06-01,,,27,,27,1,1,5,5,5,5,5,1,1,1,1,1,1,1,5,40,1,3,1,1,1,3,3,1,2,3,3,2,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
104167,6,3,4,1,27.33333333,2,2,1,1,2,2,1,2,2,5,40,3,3,5,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.7,1,5,5,6,6,2,1,2019,0,2011-03-01,2018-02-28,2019-09-01,2017-03-01,,,30,,30,1,1,5,5,2,3,3,1,1,2,2,1,2,2,5,40,1,2,1,1,1,3,3,2,2,3,3,2,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
104230,6,2,8,2,22.91666667,2,8,1,1,1,2,1,3,1,5,40,5,5,3,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,4.3,1,5,7,7,7,1,1,2019,0,2015-03-01,2018-02-28,2019-09-01,2017-09-01,,,24,,24,1,1,3,3,8,5,5,1,1,1,2,1,3,1,5,40,1,2,1,1,1,3,3,1,1,2,2,2,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
104232,6,3,4,2,23.16666667,2,-1,1,1,1,1,1,1,1,6,40,3,3,4,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,2.5,1,4,4,4,4,1,1,2019,0,2015-03-01,2018-02-28,2019-09-01,2017-09-01,,,24,,24,1,1,4,3,-1,3,3,1,1,1,1,1,1,1,6,40,1,2,1,1,1,3,3,1,2,3,2,2,2,2,2,,2,2,1,1,0,6,40,제공한다,가입했다,보통이다,40시간이하
104283,7,1,1,2,23,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,5,40,4,4,4,4,1,3,1,1,1,3,3.8,2,5,5,6,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-07-01,,4,4,0,0,4,4,4,4,4,1,1,1,1,1,1,1,5,40,1,3,1,1,1,3,3,1,1,3,3,3,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
104311,7,2,8,1,25,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,1,2,5,40,3,3,2,3,1,2,1,1,1,3,3.8,2,4,4,4,4,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-05-01,,2,2,0,0,2,3,3,3,3,1,1,2,2,2,1,2,5,40,1,2,1,1,1,3,3,1,1,1,2,3,2,2,2,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
104315,7,2,8,1,25.16666667,,,,,,,,,,,,,,,,,,,,,2,3,3,3,1,3,3,3,5,40,3,3,1,1,3,3,1,1,1,1,3.4,2,4,5,5,5,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-05-01,,1,1,0,0,1,1,2,3,3,3,3,3,1,3,3,3,5,40,3,3,1,1,1,1.125,3,1,1,1,1,3,3,3,3,2,2,2,0,0,0,5,40,제공하지않는다,가입하지않음,보통이다,40시간이하
104367,7,2,8,2,22.75,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,5,30,2,2,1,1,2,2,2,2,2,3,3.6,2,4,6,6,5,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-06-01,,15,15,1,0,1,1,1,2,2,2,2,2,2,2,2,2,5,30,2,2,2,2,2,3,3,1,1,1,1,3,3,3,3,2,1,1,0,0,0,5,30,제공하지않는다,가입하지않음,그렇지않다,40시간이하
104393,7,3,11,1,26,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,1,1,1,3,5,40,3,3,4,4,1,2,1,1,1,3,3.4,2,5,6,7,6,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2018-05-01,2019-02-01,,9,9,0,0,4,4,-1,3,3,1,1,3,1,1,1,3,5,40,1,2,1,1,1,3,3,1,2,3,3,3,3,3,3,,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
104451,7,4,3,1,25.41666667,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,5,45,3,3,2,2,2,2,2,2,2,1,4,1,3,4,5,4,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-08-01,,6,6,0,0,2,2,2,3,3,2,2,2,1,2,2,2,5,45,2,2,2,2,2,1.125,2,1,2,1,1,3,2,3,2,2,2,2,0,0,1,5,45,제공하지않는다,가입하지않음,보통이다,40시간초과
104539,7,3,4,2,22.08333333,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,3,3,1,4,5,6,7,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2017-10-01,2018-10-01,,12,12,1,0,4,4,5,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,3,3,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
104565,7,4,3,1,25.41666667,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,3,3,3,5,40,4,3,1,3,2,3,2,2,2,2,3.5,2,3,3,4,3,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-05-01,2018-07-01,,2,2,0,0,1,3,1,3,4,1,3,3,3,3,3,3,5,40,2,3,2,2,2,2.093023256,2,1,2,1,2,3,1,2,1,2,2,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
104601,7,2,8,2,25.83333333,,,,,,,,,,,,,,,,,,,,,3,2,1,2,2,1,1,2,5,40,3,3,3,2,1,2,1,1,1,3,3.5,2,5,6,6,6,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-03-01,,1,1,0,0,3,2,3,3,3,2,1,2,2,1,1,2,5,40,1,2,1,1,1,3,3,1,1,2,1,3,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
104632,7,2,8,2,23.66666667,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,2,2,3,2,10,3,3,1,2,3,3,3,1,3,3,2.9,1,3,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2017-11-01,2018-06-01,,7,7,0,0,1,2,-1,3,3,3,3,3,3,2,2,3,2,10,3,3,3,1,3,3,2,1,1,1,1,3,3,3,3,,2,2,0,0,0,2,10,제공하지않는다,가입하지않음,보통이다,40시간이하
104643,7,2,8,1,24.33333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,3,1,3,1,6,54,3,3,1,1,1,2,1,1,1,1,3.5,1,5,4,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-12-01,,11,11,0,0,1,1,6,3,3,1,1,1,3,1,3,1,6,54,1,2,1,1,1,1.125,3,1,1,1,1,3,2,3,3,2,2,2,0,1,1,6,54,제공하지않는다,가입했다,보통이다,40시간초과
104794,7,2,8,2,22.66666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,3,1,1,1,3,3.8,1,4,5,5,5,1,2,2019,1,2015-03-01,2018-02-28,2019-09-01,,2017-09-01,2019-03-01,,18,18,1,0,4,4,-1,4,4,1,1,1,1,1,1,1,5,40,1,3,1,1,1,3,3,1,1,3,3,3,3,3,3,,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
104804,7,2,5,2,21.91666667,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,3,3,3,3,16,5,5,1,3,3,3,3,3,3,1,4,2,5,7,7,7,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-06-01,2019-07-01,,13,13,1,0,1,3,-1,5,5,3,3,3,3,3,3,3,3,16,3,3,3,3,3,1.125,3,1,1,1,2,3,3,3,3,,3,3,0,0,0,3,16,제공하지않는다,가입하지않음,그렇다,40시간이하
104888,7,4,2,1,24.16666667,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,6,48,4,4,1,1,3,3,3,3,3,1,3.4,2,3,6,5,5,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2018-04-01,2018-10-01,,6,6,0,0,1,1,1,4,4,2,2,2,2,2,2,2,6,48,3,3,3,3,3,1.125,2,1,2,1,1,3,3,3,3,2,3,3,0,0,1,6,48,제공하지않는다,가입하지않음,그렇다,40시간초과
104995,7,2,8,2,27,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,1,2,1,5,40,3,3,4,5,1,2,1,1,1,3,3.8,1,2,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-02-01,,11,11,0,0,4,5,3,3,3,1,1,1,2,1,2,1,5,40,1,2,1,1,1,3,1,1,1,3,3,3,3,3,3,2,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
105005,7,2,8,2,21.75,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,1,2,2,2,2,16,4,4,1,1,2,2,3,3,3,3,4.1,1,4,6,5,5,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2017-12-01,2018-05-01,,5,5,0,0,1,1,-1,4,4,2,2,2,1,2,2,2,2,16,2,2,3,3,3,3,3,1,1,1,1,3,3,3,3,,3,3,0,0,0,2,16,제공하지않는다,가입하지않음,그렇다,40시간이하
105039,7,2,8,2,23.25,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,4,20,3,3,4,4,2,2,2,2,2,3,4,2,4,5,4,4,1,2,2019,1,2016-03-01,2018-02-28,2019-09-01,,2019-07-01,2019-08-01,,1,1,0,0,4,4,3,3,3,2,2,2,2,2,2,2,4,20,2,2,2,2,2,3,3,1,1,3,3,3,3,2,2,2,2,2,0,0,0,4,20,제공하지않는다,가입하지않음,보통이다,40시간이하
105047,7,2,8,1,26.25,,,,,,,,,,,,,,,,,,,,,5,2,2,2,1,2,2,2,5,35,3,3,2,2,2,2,2,2,2,3,3.2,1,4,5,5,5,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-05-01,2018-07-01,,2,2,0,0,2,2,5,3,3,2,2,2,1,2,2,2,5,35,2,2,2,2,2,3,3,1,1,1,1,3,3,3,3,2,2,2,0,0,0,5,35,제공하지않는다,가입하지않음,보통이다,40시간이하
105057,7,2,8,2,27.5,1,-1,1,2,2,2,2,2,2,4,15,3,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,3,3.8,1,5,6,4,5,1,1,2019,0,2014-03-01,2018-02-28,2019-09-01,2017-07-01,,,26,,26,1,1,1,2,-1,3,3,1,2,2,2,2,2,2,4,15,2,2,2,2,2,3,3,1,1,1,1,3,3,2,3,,2,2,0,0,0,4,15,제공하지않는다,가입하지않음,보통이다,40시간이하
105133,7,4,2,2,25.66666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,1,3,1,3,5,35,3,2,2,1,3,3,1,1,1,3,4.3,1,4,5,5,4,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-08-01,,7,7,0,0,2,1,-1,2,3,1,1,3,1,3,1,3,5,35,3,3,1,1,1,3,3,1,2,1,1,3,3,3,2,,1,2,0,0,0,5,35,제공하지않는다,가입하지않음,보통이다,40시간이하
105163,7,2,8,2,23.66666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,2,1,1,2,2,5,40,3,5,5,5,1,2,2,1,3,3,3.2,1,4,6,7,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2017-05-01,2018-11-01,,18,18,1,0,5,5,-1,5,3,1,1,2,1,1,2,2,5,40,1,2,2,1,3,3,3,1,1,3,3,3,3,3,3,,3,2,0,0,0,5,40,제공하지않는다,가입하지않음,보통이다,40시간이하
105275,3,1,1,1,24.66666667,,,,,,,,,,,,,,,,,,,,,4,2,2,2,2,2,2,2,5,40,4,4,5,4,1,2,1,1,1,3,4.3,2,5,6,6,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-02-01,,11,11,0,0,5,4,4,4,4,2,2,2,2,2,2,2,5,40,1,2,1,1,1,3,3,1,1,3,3,1,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
105295,3,2,8,2,25.08333333,,,,,,,,,,,,,,,,,,,,,3,1,2,3,3,1,3,1,5,45,3,3,3,3,1,2,1,1,1,3,3.2,1,2,4,4,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2017-07-01,2019-03-01,,20,20,1,0,3,3,3,3,3,1,2,3,3,1,3,1,5,45,1,2,1,1,1,3,1,1,1,2,2,1,2,2,3,2,2,2,0,1,1,5,45,제공하지않는다,가입했다,보통이다,40시간초과
105346,3,4,3,2,23.75,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,3,3,5,40,5,5,5,5,1,2,1,1,3,3,4.1,1,4,6,6,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-02-01,,11,11,0,0,5,5,5,5,5,1,1,1,1,1,3,3,5,40,1,2,1,1,3,3,3,1,2,3,3,1,3,3,3,2,3,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
